ds,ticker,yhat,yhat_lower,yhat_upper,is_forecast
2025-09-16,INFY.NS,1475.461518358588,1387.4729318976842,1570.7308054083612,False
2025-09-17,INFY.NS,1475.8781886514296,1380.983137415949,1569.9932262594373,False
2025-09-18,INFY.NS,1472.9695960488004,1387.1132353510352,1554.892162584269,False
2025-09-19,INFY.NS,1467.098041302794,1378.452801229212,1552.0251288369964,False
2025-09-22,INFY.NS,1461.582769934877,1371.5920270865913,1550.0830743598292,False
2025-09-23,INFY.NS,1461.1195782646485,1373.353349612165,1555.3775151003474,False
2025-09-24,INFY.NS,1464.7005141088937,1385.4657771915356,1549.75308671682,False
2025-09-25,INFY.NS,1465.1707373967658,1377.054590457816,1548.5689823741156,False
2025-09-26,INFY.NS,1462.7905869275364,1376.2809063060004,1552.3784756603895,False
2025-09-29,INFY.NS,1467.4122091667464,1379.2987194966731,1549.8775354610489,False
2025-09-30,INFY.NS,1469.8990784612417,1377.2642532128893,1560.2413000428392,False
2025-10-01,INFY.NS,1476.0766715698978,1388.349031427401,1564.4654491760277,False
2025-10-03,INFY.NS,1478.0439656117346,1392.835060319063,1573.372004624806,False
2025-10-06,INFY.NS,1484.6005908825232,1400.9997320340453,1570.935750422849,False
2025-10-07,INFY.NS,1486.646876588824,1397.9418039982568,1572.288225302462,False
2025-10-08,INFY.NS,1491.864967592792,1402.1777274525425,1578.9487334137973,False
2025-10-09,INFY.NS,1493.0689539221917,1408.6914479814232,1577.4310521467992,False
2025-10-10,INFY.NS,1490.514282224065,1402.701400549582,1577.5752286992888,False
2025-10-13,INFY.NS,1489.494190041975,1397.748638243585,1579.61352711997,False
2025-10-14,INFY.NS,1488.6214052192888,1408.1424130777682,1576.5790140124416,False
2025-10-15,INFY.NS,1490.8634868117445,1404.638137672889,1580.2732603858708,False
2025-10-16,INFY.NS,1489.1204096479094,1403.9589587605726,1579.5819658899366,False
2025-10-17,INFY.NS,1483.7315044390862,1397.3713010440767,1571.124355007255,False
2025-10-20,INFY.NS,1475.6480592925573,1381.4326250727115,1565.902209908782,False
2025-10-21,INFY.NS,1473.1155810547834,1387.1457597763429,1565.3370228081499,False
2025-10-23,INFY.NS,1471.6160495739548,1379.7372882370578,1554.994110899213,False
2025-10-24,INFY.NS,1465.9391568936123,1380.0690397004157,1554.4596652912053,False
2025-10-27,INFY.NS,1459.8726578807934,1377.1277080649627,1550.5351525975002,False
2025-10-28,INFY.NS,1458.910430074653,1368.6022698878542,1547.0357632174919,False
2025-10-29,INFY.NS,1461.8827014974913,1375.3034252375232,1550.2724852688325,False
2025-10-30,INFY.NS,1461.671739631351,1371.4132273280134,1548.1186639479783,False
2025-10-31,INFY.NS,1458.579251458239,1371.858140221523,1545.0052304931532,False
2025-11-03,INFY.NS,1461.3327393585835,1362.4652030291763,1553.3163356367772,False
2025-11-04,INFY.NS,1463.4448684400602,1367.617881772984,1552.0968840006599,False
2025-11-06,INFY.NS,1472.1712932978394,1371.7533025829043,1559.1158000033583,False
2025-11-07,INFY.NS,1471.855648189344,1383.0081912683422,1556.9486244706627,False
2025-11-10,INFY.NS,1481.5822038546596,1393.2692358829809,1570.322624024709,False
2025-11-11,INFY.NS,1485.4686171584094,1390.0195121433308,1573.784236187494,False
2025-11-12,INFY.NS,1492.9485979806338,1401.6263903321662,1582.1784250234662,False
2025-11-13,INFY.NS,1496.8444891086542,1403.647444427328,1582.7509462275793,False
2025-11-14,INFY.NS,1497.4132474249295,1406.9328405693377,1589.4562797063513,False
2025-11-17,INFY.NS,1508.2676485808875,1420.8575175059996,1598.377741918723,False
2025-11-18,INFY.NS,1512.127636268098,1427.011287545175,1601.821916119501,False
2025-11-19,INFY.NS,1519.445081046768,1430.1821874676118,1599.1300173290767,False
2025-11-20,INFY.NS,1523.0853625345428,1433.5457755222767,1611.9780376452948,False
2025-11-21,INFY.NS,1523.3488568212551,1437.7964816755677,1611.7319061079545,False
2025-11-24,INFY.NS,1533.395931575996,1446.8128300485553,1618.3291568089787,False
2025-11-25,INFY.NS,1537.1388671396355,1451.9016425516672,1628.785423511109,False
2025-11-26,INFY.NS,1544.4590699017203,1458.2967669691539,1635.978713630263,False
2025-11-27,INFY.NS,1548.2376281492577,1461.5954531843065,1643.489782442079,False
2025-11-28,INFY.NS,1548.7826786063354,1462.9559392988767,1636.3168654878984,False
